Ruta consultada: /api/usuarios ; Método: POST ; Fecha: 2024-12-23T01:06:59.463Z ; Ruta sin credenciales
Ruta: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T01:55:39.823Z ; Respuesta: [{"id_usuario":1,"email":"admin@example.com","password":"hashed_password_admin","nombre":"Admin","apellido":"User","direccion":"123 Admin St, Ciudad Ejemplo","telefono":"+1234567890","rol":"admin","imagen_perfil":"https://example.com/admin-profile.jpg","fecha_creacion":"2025-01-28T15:00:00.000Z"},{"id_usuario":2,"email":"cliente1@example.com","password":"hashed_password_cliente1","nombre":"Juan","apellido":"P‚rez","direccion":"456 Cliente Ln, Ciudad Ejemplo","telefono":"+9876543210","rol":"cliente","imagen_perfil":"https://example.com/juan-profile.jpg","fecha_creacion":"2025-01-28T15:01:00.000Z"},{"id_usuario":3,"email":"cliente2@example.com","password":"hashed_password_cliente2","nombre":"Ana","apellido":"Mart¡nez","direccion":"789 Calle Ejemplo, Ciudad Ejemplo","telefono":"+1122334455","rol":"cliente","imagen_perfil":"https://example.com/ana-profile.jpg","fecha_creacion":"2025-01-28T15:02:00.000Z"},{"id_usuario":4,"email":"cliente3@example.com","password":"hashed_password_cliente3","nombre":"Luis","apellido":"G¢mez","direccion":"101 Cliente Rd, Ciudad Ejemplo","telefono":"+5566778899","rol":"cliente","imagen_perfil":"https://example.com/luis-profile.jpg","fecha_creacion":"2025-01-28T15:03:00.000Z"},{"id_usuario":5,"email":"cliente4@example.com","password":"hashed_password_cliente4","nombre":"Mar¡a","apellido":"L¢pez","direccion":"202 Avenida Planta, Ciudad Ejemplo","telefono":"+4455667788","rol":"cliente","imagen_perfil":"https://example.com/maria-profile.jpg","fecha_creacion":"2025-01-28T15:04:00.000Z"},{"id_usuario":7,"email":"pablo@test.com","password":"$2a$10$swL7NLC2TRkpdIYWEva5oO.0lW1NukdwYjjFDAV0C7PdcPFrWmuhO","nombre":"Pablo","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:19:57.974Z"},{"id_usuario":8,"email":"pablo2@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo2","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:45:39.606Z"},{"id_usuario":9,"email":"pablo3@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:46:00.146Z"}]
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:02.235Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:02.237Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:02.483Z ; Respuesta: [{"id_usuario":1,"email":"admin@example.com","password":"hashed_password_admin","nombre":"Admin","apellido":"User","direccion":"123 Admin St, Ciudad Ejemplo","telefono":"+1234567890","rol":"admin","imagen_perfil":"https://example.com/admin-profile.jpg","fecha_creacion":"2025-01-28T15:00:00.000Z"},{"id_usuario":2,"email":"cliente1@example.com","password":"hashed_password_cliente1","nombre":"Juan","apellido":"P‚rez","direccion":"456 Cliente Ln, Ciudad Ejemplo","telefono":"+9876543210","rol":"cliente","imagen_perfil":"https://example.com/juan-profile.jpg","fecha_creacion":"2025-01-28T15:01:00.000Z"},{"id_usuario":3,"email":"cliente2@example.com","password":"hashed_password_cliente2","nombre":"Ana","apellido":"Mart¡nez","direccion":"789 Calle Ejemplo, Ciudad Ejemplo","telefono":"+1122334455","rol":"cliente","imagen_perfil":"https://example.com/ana-profile.jpg","fecha_creacion":"2025-01-28T15:02:00.000Z"},{"id_usuario":4,"email":"cliente3@example.com","password":"hashed_password_cliente3","nombre":"Luis","apellido":"G¢mez","direccion":"101 Cliente Rd, Ciudad Ejemplo","telefono":"+5566778899","rol":"cliente","imagen_perfil":"https://example.com/luis-profile.jpg","fecha_creacion":"2025-01-28T15:03:00.000Z"},{"id_usuario":5,"email":"cliente4@example.com","password":"hashed_password_cliente4","nombre":"Mar¡a","apellido":"L¢pez","direccion":"202 Avenida Planta, Ciudad Ejemplo","telefono":"+4455667788","rol":"cliente","imagen_perfil":"https://example.com/maria-profile.jpg","fecha_creacion":"2025-01-28T15:04:00.000Z"},{"id_usuario":7,"email":"pablo@test.com","password":"$2a$10$swL7NLC2TRkpdIYWEva5oO.0lW1NukdwYjjFDAV0C7PdcPFrWmuhO","nombre":"Pablo","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:19:57.974Z"},{"id_usuario":8,"email":"pablo2@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo2","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:45:39.606Z"},{"id_usuario":9,"email":"pablo3@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:46:00.146Z"}]
Ruta consultada: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:06.468Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:06.468Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:06.481Z ; Respuesta: [{"email":"cliente1@example.com","nombre":"Juan","apellido":"P‚rez","direccion":"456 Cliente Ln, Ciudad Ejemplo","telefono":"+9876543210"}]
Ruta consultada: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:10.487Z ; Ruta sin credenciales
Ruta consultada: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:10.487Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:10.491Z ; Respuesta: {"error":"Token inválido"}
Ruta: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:11.515Z ; Respuesta: {"error":"Token inválido"}
Ruta consultada: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:11.509Z ; Ruta sin credenciales
Ruta consultada: /api/auth/usuarios/2 ; Método: GET ; Fecha: 2025-02-10T02:00:11.509Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:14.453Z ; Ruta sin credenciales
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:14.453Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:14.456Z ; Respuesta: {"error":"Token inválido"}
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:16.994Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:16.994Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/ ; Método: GET ; Fecha: 2025-02-10T02:00:17.230Z ; Respuesta: [{"id_usuario":1,"email":"admin@example.com","password":"hashed_password_admin","nombre":"Admin","apellido":"User","direccion":"123 Admin St, Ciudad Ejemplo","telefono":"+1234567890","rol":"admin","imagen_perfil":"https://example.com/admin-profile.jpg","fecha_creacion":"2025-01-28T15:00:00.000Z"},{"id_usuario":2,"email":"cliente1@example.com","password":"hashed_password_cliente1","nombre":"Juan","apellido":"P‚rez","direccion":"456 Cliente Ln, Ciudad Ejemplo","telefono":"+9876543210","rol":"cliente","imagen_perfil":"https://example.com/juan-profile.jpg","fecha_creacion":"2025-01-28T15:01:00.000Z"},{"id_usuario":3,"email":"cliente2@example.com","password":"hashed_password_cliente2","nombre":"Ana","apellido":"Mart¡nez","direccion":"789 Calle Ejemplo, Ciudad Ejemplo","telefono":"+1122334455","rol":"cliente","imagen_perfil":"https://example.com/ana-profile.jpg","fecha_creacion":"2025-01-28T15:02:00.000Z"},{"id_usuario":4,"email":"cliente3@example.com","password":"hashed_password_cliente3","nombre":"Luis","apellido":"G¢mez","direccion":"101 Cliente Rd, Ciudad Ejemplo","telefono":"+5566778899","rol":"cliente","imagen_perfil":"https://example.com/luis-profile.jpg","fecha_creacion":"2025-01-28T15:03:00.000Z"},{"id_usuario":5,"email":"cliente4@example.com","password":"hashed_password_cliente4","nombre":"Mar¡a","apellido":"L¢pez","direccion":"202 Avenida Planta, Ciudad Ejemplo","telefono":"+4455667788","rol":"cliente","imagen_perfil":"https://example.com/maria-profile.jpg","fecha_creacion":"2025-01-28T15:04:00.000Z"},{"id_usuario":7,"email":"pablo@test.com","password":"$2a$10$swL7NLC2TRkpdIYWEva5oO.0lW1NukdwYjjFDAV0C7PdcPFrWmuhO","nombre":"Pablo","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:19:57.974Z"},{"id_usuario":8,"email":"pablo2@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo2","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:45:39.606Z"},{"id_usuario":9,"email":"pablo3@test.com","password":"$2a$10$zWUF0ivmvaWntG2IJ.fx2eRc9vF0Ld5K8IhoG3FVwJmnylOsHxTPW","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890","rol":"cliente","imagen_perfil":null,"fecha_creacion":"2025-02-10T01:46:00.146Z"}]
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:01:23.031Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:01:23.034Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:01:23.173Z ; Respuesta: [{"email":"pablo3@test.com","nombre":"Pablo3","apellido":"Test","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:01:45.666Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:01:45.666Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:01:45.676Z ; Respuesta: {"error":"Faltan datos"}
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:02:44.247Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:02:44.247Z ; Parametros Body :  {"id":9,"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:02:44.401Z ; Respuesta: {"error":"Usuario no encontrado"}
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:03:13.040Z ; Respuesta: {"error":"Faltan datos"}
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:03:13.033Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:03:13.033Z ; Parametros Body :  {"id_usuario":9,"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:15:54.035Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:15:54.035Z ; Parametros Body :  {"id_usuario":9,"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:15:54.043Z ; Respuesta: {"error":"Faltan datos"}
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:16:05.188Z ; Respuesta: {"error":"Faltan datos"}
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:16:05.180Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:16:05.180Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:16:37.651Z ; Respuesta: {"error":"Faltan datos"}
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:16:37.644Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:16:37.645Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:18:04.015Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:18:04.017Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:18:04.150Z ; Respuesta: {"error":"Usuario no encontrado"}
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:18:32.989Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:18:32.989Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:18:33.221Z ; Respuesta: {"error":"Usuario no encontrado"}
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:19:32.039Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:19:32.039Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:19:32.177Z ; Respuesta: [{"email":"pablo3@test.com","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:22:03.367Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:22:03.367Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:22:03.601Z ; Respuesta: [{"email":"pablo3@test.com","nombre":"Pablo3","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:22:14.707Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:22:14.707Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo34","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:22:14.966Z ; Respuesta: {"error":"Usuario no encontrado"}
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:22:24.360Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:22:24.360Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo34","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: GET ; Fecha: 2025-02-10T02:22:24.369Z ; Respuesta: [{"email":"pablo3@test.com","nombre":"Pablo34","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"}]
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:25:01.203Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:25:01.203Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo34","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:25:01.345Z ; Respuesta: {"error":"Usuario no encontrado"}
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:26:05.647Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:26:05.650Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo34","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
Ruta: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:26:05.913Z ; Respuesta: {"error":"Usuario no encontrado"}
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:26:19.472Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/auth/usuarios/9 ; Método: PUT ; Fecha: 2025-02-10T02:26:19.472Z ; Parametros Body :  {"email":"pablo3@test.com","password":"123456","nombre":"Pablo345","apellido":"Apellido Cambiado","direccion":"123 Test St, Ciudad Ejemplo","telefono":"+1234567890"} 
